t,order
2.375000000000000000e+01,4.071081967693775117e-02
2.380000000000000071e+01,4.160076727195228391e-02
2.385000000000000142e+01,4.234580974587689312e-02
2.389999999999999858e+01,4.294737599664895378e-02
2.394999999999999929e+01,4.341408630061164425e-02
2.400000000000000000e+01,4.376206412622048181e-02
2.405000000000000071e+01,4.401481247839506700e-02
2.410000000000000142e+01,4.420273732356554824e-02
2.414999999999999858e+01,4.436225903380831836e-02
2.419999999999999929e+01,4.453444640245014796e-02
2.425000000000000000e+01,4.476312835065291568e-02
2.430000000000000071e+01,4.509249829814484384e-02
2.435000000000000142e+01,4.556432902970313642e-02
2.439999999999999858e+01,4.621504484904891130e-02
2.444999999999999929e+01,4.707300983126223859e-02
2.450000000000000000e+01,4.815627518422133796e-02
2.455000000000000071e+01,4.947043411787589717e-02
2.460000000000000142e+01,5.100893046978529494e-02
2.464999999999999858e+01,5.275406631973472704e-02
2.469999999999999929e+01,5.467848627648991267e-02
2.475000000000000000e+01,5.674709620976010893e-02
2.480000000000000071e+01,5.891910451564327800e-02
2.485000000000000142e+01,6.114996706216015154e-02
2.489999999999999858e+01,6.339311818411853816e-02
2.494999999999999929e+01,6.560145645878988352e-02
2.500000000000000000e+01,6.772860995960865160e-02
2.505000000000000071e+01,6.973003162740705474e-02
2.510000000000000142e+01,7.156397935190249304e-02
2.514999999999999858e+01,7.319244944519487373e-02
2.519999999999999929e+01,7.458331479425116262e-02
2.525000000000000000e+01,7.570865911448548813e-02
2.530000000000000071e+01,7.654619613528523825e-02
2.535000000000000142e+01,7.708094354758364408e-02
2.539999999999999858e+01,7.730555255032733886e-02
2.544999999999999929e+01,7.722047032851540871e-02
2.550000000000000000e+01,7.683393413115469084e-02
2.555000000000000071e+01,7.616179233365366619e-02
2.560000000000000142e+01,7.522714481986511603e-02
2.564999999999999858e+01,7.405979219619315823e-02
2.569999999999999929e+01,7.269548108785164886e-02
2.575000000000000000e+01,7.117493193250633288e-02
2.580000000000000071e+01,6.954263786666847746e-02
2.585000000000000142e+01,6.784546244055499054e-02
2.589999999999999858e+01,6.613249345205518548e-02
2.594999999999999929e+01,6.445120185164621152e-02
2.600000000000000000e+01,6.284506164313188870e-02
2.605000000000000071e+01,6.135225625274729616e-02
2.610000000000000142e+01,6.000364000290502736e-02
2.614999999999999858e+01,5.882093393198820075e-02
2.619999999999999929e+01,5.781541813726615020e-02
2.625000000000000000e+01,5.698736557038408534e-02
2.630000000000000071e+01,5.632637742050670276e-02
2.635000000000000142e+01,5.581264222368860495e-02
2.639999999999999858e+01,5.541898982278903318e-02
2.644999999999999929e+01,5.511349604812079001e-02
2.650000000000000000e+01,5.486234792910710950e-02
2.655000000000000071e+01,5.463273475247389099e-02
2.660000000000000142e+01,5.439649911375585983e-02
2.664999999999999858e+01,5.413070730364696187e-02
2.669999999999999929e+01,5.381906341985780856e-02
2.675000000000000000e+01,5.345411222760394765e-02
2.680000000000000071e+01,5.303869597311405143e-02
2.685000000000000142e+01,5.258707435439197858e-02
2.689999999999999858e+01,5.212567111430763123e-02
2.694999999999999929e+01,5.169333258373068340e-02
2.700000000000000000e+01,5.134088527645151723e-02
2.705000000000000071e+01,5.112969032159372929e-02
2.710000000000000142e+01,5.112886810458076164e-02
2.714999999999999858e+01,5.141098686568661841e-02
2.719999999999999929e+01,5.204633998546314561e-02
2.725000000000000000e+01,5.309645010311218188e-02
2.730000000000000071e+01,5.460794008210024392e-02
2.735000000000000142e+01,5.660831166084119570e-02
2.739999999999999858e+01,5.910522736383847647e-02
2.744999999999999929e+01,6.208458225520264995e-02
2.750000000000000000e+01,6.551426848187634489e-02
2.755000000000000071e+01,6.934837520657798071e-02
2.760000000000000142e+01,7.353114797662381463e-02
2.764999999999999858e+01,7.800039331280417265e-02
2.769999999999999929e+01,8.269009062470775162e-02
2.775000000000000000e+01,8.753225045054603692e-02
2.780000000000000071e+01,9.245819390395818016e-02
2.785000000000000142e+01,9.739945719245100830e-02
2.789999999999999858e+01,1.022884963187317697e-01
2.794999999999999929e+01,1.070593178550382635e-01
2.800000000000000000e+01,1.116481125581928607e-01
2.805000000000000071e+01,1.159939279401785428e-01
2.810000000000000142e+01,1.200400956783110873e-01
2.814999999999999858e+01,1.237343734845702814e-01
2.820000000000000284e+01,1.270282550220435402e-01
2.825000000000000000e+01,1.298791210184561673e-01
2.830000000000000071e+01,1.322506875624056555e-01
2.835000000000000142e+01,1.341132320711752035e-01
2.839999999999999858e+01,1.354436285343766089e-01
2.845000000000000284e+01,1.362252068708619257e-01
2.850000000000000000e+01,1.364474565646872084e-01
2.855000000000000071e+01,1.361055990793302861e-01
2.860000000000000142e+01,1.352000568328054209e-01
2.864999999999999858e+01,1.337358487010481267e-01
2.870000000000000284e+01,1.317219430626482835e-01
2.875000000000000000e+01,1.291705992804137726e-01
