t,order
2.045000000000000284e+01,2.638062560535208156e-01
2.050000000000000000e+01,2.604857791538817691e-01
2.055000000000000071e+01,2.579526155860433212e-01
2.060000000000000142e+01,2.565652152264689123e-01
2.065000000000000213e+01,2.549555948084983870e-01
2.070000000000000284e+01,2.545633070522240193e-01
2.075000000000000000e+01,2.533664288693994182e-01
2.080000000000000071e+01,2.500752289270305462e-01
2.085000000000000142e+01,2.473601513515361339e-01
2.090000000000000213e+01,2.479579382337243620e-01
2.095000000000000284e+01,2.486240991822086799e-01
2.100000000000000000e+01,2.481205379795270449e-01
2.105000000000000071e+01,2.475288642316713084e-01
2.110000000000000142e+01,2.467884532359414240e-01
2.115000000000000213e+01,2.456074623755445940e-01
2.120000000000000284e+01,2.440768567532973499e-01
2.125000000000000000e+01,2.424957224442731152e-01
2.130000000000000071e+01,2.408807484050655978e-01
2.135000000000000142e+01,2.390281011806561773e-01
2.140000000000000213e+01,2.378203412277376250e-01
2.145000000000000284e+01,2.375477232901951896e-01
2.150000000000000000e+01,2.387785873106964829e-01
2.155000000000000071e+01,2.382499377942977337e-01
2.160000000000000142e+01,2.364612174241169651e-01
2.165000000000000213e+01,2.339898102460440665e-01
2.170000000000000284e+01,2.308993484123082474e-01
2.175000000000000000e+01,2.275349419926600281e-01
2.180000000000000071e+01,2.242577671435279640e-01
2.185000000000000142e+01,2.212198594845431743e-01
2.190000000000000213e+01,2.183876804784374570e-01
2.195000000000000284e+01,2.156096711197472426e-01
2.200000000000000000e+01,2.127313715543167616e-01
2.205000000000000071e+01,2.096939226412890267e-01
2.210000000000000142e+01,2.065395788513456066e-01
2.215000000000000213e+01,2.033674340301314387e-01
2.220000000000000284e+01,2.003025473467048290e-01
2.225000000000000000e+01,1.974905636720298563e-01
2.230000000000000071e+01,1.951085759033314160e-01
2.235000000000000142e+01,1.933855473948798975e-01
2.240000000000000213e+01,1.926147556756819812e-01
2.245000000000000284e+01,1.930599848226645099e-01
2.250000000000000000e+01,1.946000970629906401e-01
2.255000000000000071e+01,1.966984922364127253e-01
2.260000000000000142e+01,1.991977152176938604e-01
2.265000000000000213e+01,2.021750643588564045e-01
2.270000000000000284e+01,2.049606351623930178e-01
2.275000000000000000e+01,2.067091075192182548e-01
2.280000000000000071e+01,2.075830841142767558e-01
2.285000000000000142e+01,2.080892880262114331e-01
2.290000000000000213e+01,2.087337297279621695e-01
2.295000000000000284e+01,2.104173581487908673e-01
2.300000000000000000e+01,2.136672505615567208e-01
2.305000000000000071e+01,2.159735780088897217e-01
2.310000000000000142e+01,2.168859492835164826e-01
2.315000000000000213e+01,2.170820854337531525e-01
2.320000000000000284e+01,2.169741826010367081e-01
2.325000000000000000e+01,2.255537228220222956e-01
2.330000000000000071e+01,2.267678965885786824e-01
2.335000000000000142e+01,2.264953944048632706e-01
2.340000000000000213e+01,2.243004123775612368e-01
2.345000000000000284e+01,2.209610897996693302e-01
2.350000000000000000e+01,2.173147714449265300e-01
2.355000000000000071e+01,2.141320342516538355e-01
2.360000000000000142e+01,2.115627081395995701e-01
2.365000000000000213e+01,2.092507265948913286e-01
2.370000000000000284e+01,2.068944304623288044e-01
2.375000000000000000e+01,2.044136716213916793e-01
2.380000000000000071e+01,2.018550527309217468e-01
2.385000000000000142e+01,1.992911563077781334e-01
2.390000000000000213e+01,1.967482267906836835e-01
2.395000000000000284e+01,1.941658473102007842e-01
2.400000000000000000e+01,1.914176818124205259e-01
2.405000000000000071e+01,1.883868901222323644e-01
2.410000000000000142e+01,1.850350174039943618e-01
2.415000000000000213e+01,1.814269348627993439e-01
