kind,lag,mean_corr,vol
ordinary peak,35,0.17308401339461624,0.0022274549562977517
ordinary peak,40,0.16692032922235037,0.0021384532665175036
ordinary peak,45,0.17409042399699376,0.002243448766557519
ordinary peak,50,0.19690728581255693,0.002524805045722365
ordinary peak,55,0.20283313530481678,0.0024886491433697114
ordinary peak,60,0.16648454174480554,0.0020345900164601156
ordinary peak,-60,0.12306069398476333,0.0019372515054067315
ordinary peak,-55,0.14883655239286592,0.002104357366363576
ordinary peak,-50,0.1505159095007695,0.0019833340687266466
ordinary peak,-45,0.15358437897003646,0.0019417445626031553
ordinary peak,-40,0.20175174137974536,0.0023446181410129796
ordinary peak,-35,0.19782207228144283,0.0023403923072748793
ordinary peak,-30,0.2093162667572704,0.0023786579359768864
ordinary peak,-25,0.1954793097530945,0.002403445348006264
ordinary peak,-20,0.22573462034048852,0.0027106227492379445
ordinary peak,-15,0.24720159906042166,0.002812175909994102
ordinary peak,-10,0.23946188055294237,0.0028721682082025685
ordinary peak,-5,0.23492691296674903,0.002810976443856433
ordinary peak,0,0.22658043164310776,0.002642717190692765
ordinary peak,5,0.2023048765079858,0.002442074896323241
ordinary peak,10,0.19015847875603392,0.002436728962829964
ordinary peak,15,0.1818842105575268,0.002405082424338556
ordinary peak,20,0.14111124293872626,0.001973402332906586
ordinary peak,25,0.16904410110353343,0.0022565892789371844
ordinary peak,30,0.1747642190241777,0.0027365425818396843
ordinary peak,35,0.2056870342318892,0.0029219181056885594
ordinary peak,40,0.1934625691463095,0.0026947464224464416
ordinary peak,45,0.21212507803250522,0.00294063459039835
ordinary peak,50,0.20865749282336918,0.0028891076204745894
ordinary peak,55,0.22338735859844092,0.002909102992642118
ordinary peak,60,0.2156297528165081,0.002902884281983022
ordinary peak,-60,0.10868191597089237,0.0020226155560597128
ordinary peak,-55,0.13346384616925797,0.0019661998098355993
ordinary peak,-50,0.15743373550824555,0.002146393725631247
ordinary peak,-45,0.15136053567710167,0.0021266714091550424
ordinary peak,-40,0.1511498680988388,0.0021326111853682108
ordinary peak,-35,0.17143588521288852,0.002291198051997067
ordinary peak,-30,0.14966280808996477,0.002310815563131944
ordinary peak,-25,0.154725123194123,0.0024509996775852042
ordinary peak,-20,0.18244109621082022,0.0027708735838817564
ordinary peak,-15,0.18370258465669717,0.002850786365443493
ordinary peak,-10,0.17891526884433276,0.0028209602363203005
