kind,event,lag,mean_corr
ordinary peak,477589,70,0.4103800654411316
ordinary peak,477589,80,0.43268850445747375
ordinary peak,529717,-90,0.3861338794231415
ordinary peak,529717,-80,0.32373109459877014
ordinary peak,529717,-70,0.2908307909965515
ordinary peak,529717,-60,0.2837682068347931
ordinary peak,529717,-50,0.3287065923213959
ordinary peak,529717,-40,0.31519222259521484
ordinary peak,529717,-30,0.17393946647644043
ordinary peak,529717,-20,0.13101190328598022
ordinary peak,529717,-10,0.15832513570785522
ordinary peak,529717,0,0.16375279426574707
ordinary peak,529717,10,0.2077436000108719
ordinary peak,529717,20,0.19461359083652496
ordinary peak,529717,30,0.2120259553194046
ordinary peak,529717,40,0.21193376183509827
ordinary peak,529717,50,0.17528435587882996
ordinary peak,529717,60,0.1999853402376175
ordinary peak,529717,70,0.2581479549407959
ordinary peak,529717,80,0.3276512920856476
ordinary peak,529717,90,0.2843850255012512
ordinary peak,623933,-90,0.19058211147785187
ordinary peak,623933,-80,0.1819351762533188
ordinary peak,623933,-70,0.16097746789455414
ordinary peak,623933,-60,0.20815809071063995
ordinary peak,623933,-50,0.23714518547058105
ordinary peak,623933,-40,0.29767662286758423
ordinary peak,623933,-30,0.30683591961860657
ordinary peak,623933,-20,0.24696031212806702
ordinary peak,623933,-10,0.19968047738075256
ordinary peak,623933,0,0.19747188687324524
ordinary peak,623933,10,0.21754036843776703
ordinary peak,623933,20,0.26516157388687134
ordinary peak,623933,30,0.28248342871665955
ordinary peak,623933,40,0.3026311993598938
ordinary peak,623933,50,0.3167774975299835
ordinary peak,623933,60,0.3027585446834564
ordinary peak,623933,70,0.287398099899292
ordinary peak,623933,80,0.2578243911266327
ordinary peak,623933,90,0.2612551748752594
ordinary peak,671164,-90,0.35674625635147095
ordinary peak,671164,-80,0.3570738732814789
ordinary peak,671164,-70,0.37915554642677307
ordinary peak,671164,-60,0.3155531585216522
ordinary peak,671164,-50,0.339260995388031
ordinary peak,671164,-40,0.35278329253196716
ordinary peak,671164,-30,0.3963824510574341
ordinary peak,671164,-20,0.380690336227417
ordinary peak,671164,-10,0.3236340284347534
ordinary peak,671164,0,0.33570507168769836
ordinary peak,671164,10,0.38875725865364075
ordinary peak,671164,20,0.44730550050735474
ordinary peak,671164,30,0.4038519859313965
ordinary peak,671164,40,0.3583836257457733
ordinary peak,671164,50,0.27774834632873535
ordinary peak,671164,60,0.2647576928138733
ordinary peak,671164,70,0.2839580178260803
ordinary peak,671164,80,0.28848573565483093
ordinary peak,671164,90,0.34665513038635254
ordinary peak,715235,-90,0.31840476393699646
ordinary peak,715235,-80,0.27532532811164856
ordinary peak,715235,-70,0.24026857316493988
ordinary peak,715235,-60,0.17310830950737
ordinary peak,715235,-50,0.10720956325531006
ordinary peak,715235,-40,0.1827513873577118
ordinary peak,715235,-30,0.15959018468856812
ordinary peak,715235,-20,0.17802953720092773
ordinary peak,715235,-10,0.09460964798927307
ordinary peak,715235,0,0.2610332667827606
ordinary peak,715235,10,0.3007201552391052
ordinary peak,715235,20,0.3213958740234375
ordinary peak,715235,30,0.1996755301952362
ordinary peak,715235,40,0.21176819503307343
ordinary peak,715235,50,0.17377586662769318
ordinary peak,715235,60,0.20601923763751984
ordinary peak,715235,70,0.21002495288848877
ordinary peak,715235,80,0.22286294400691986
ordinary peak,715235,90,0.2527473270893097
ordinary peak,764968,-30,0.24393101036548615
ordinary peak,764968,-20,0.43214091658592224
ordinary peak,764968,-10,0.39563772082328796
ordinary peak,764968,0,0.3701900541782379
ordinary peak,764968,10,0.260666161775589
ordinary peak,764968,20,0.36690497398376465
ordinary peak,764968,30,0.3731135129928589
ordinary peak,764968,40,0.3963719606399536
ordinary peak,764968,50,0.3438681662082672
ordinary peak,764968,60,0.3509359657764435
ordinary peak,764968,70,0.2689897418022156
ordinary peak,764968,80,0.2790551781654358
ordinary peak,764968,90,0.26025524735450745
ordinary peak,809610,0,0.14974960684776306
ordinary peak,809610,10,0.16093479096889496
ordinary peak,809610,20,0.15656842291355133
ordinary peak,809610,30,0.19634917378425598
ordinary peak,809610,40,0.23329471051692963
ordinary peak,809610,50,0.29339075088500977
ordinary peak,809610,60,0.2953600585460663
ordinary peak,809610,70,0.2817750871181488
ordinary peak,809610,80,0.182537242770195
ordinary peak,809610,90,0.1972701996564865
ordinary peak,859987,-60,0.529573917388916
ordinary peak,859987,-50,0.47300034761428833
ordinary peak,859987,-40,0.4507752060890198
ordinary peak,859987,-30,0.3141988515853882
ordinary peak,859987,-20,0.3266534209251404
ordinary peak,859987,-10,0.34558379650115967
ordinary peak,859987,0,0.31351426243782043
ordinary peak,859987,10,0.263155996799469
ordinary peak,859987,20,0.24643991887569427
ordinary peak,859987,30,0.1861889362335205
ordinary peak,859987,40,0.2835974395275116
ordinary peak,859987,50,0.28965285420417786
ordinary peak,859987,60,0.320299357175827
ordinary peak,859987,70,0.32468828558921814
ordinary peak,859987,80,0.3411533534526825
ordinary peak,859987,90,0.34056544303894043
ordinary peak,906223,-70,0.2932095527648926
ordinary peak,906223,-60,0.244894877076149
ordinary peak,906223,-50,0.17611393332481384
ordinary peak,906223,-40,0.19905591011047363
ordinary peak,906223,-30,0.2703772485256195
ordinary peak,906223,-20,0.3582974672317505
ordinary peak,906223,-10,0.3300267457962036
ordinary peak,906223,0,0.3374352753162384
ordinary peak,906223,10,0.2790258228778839
ordinary peak,906223,20,0.198323592543602
ordinary peak,906223,30,0.11208933591842651
ordinary peak,906223,40,0.18729104101657867
ordinary peak,906223,50,0.2984519600868225
ordinary peak,906223,60,0.38195961713790894
ordinary peak,906223,70,0.3747669458389282
ordinary peak,906223,80,0.31364887952804565
ordinary peak,906223,90,0.2557515799999237
ordinary peak,950701,-90,0.21615265309810638
ordinary peak,950701,-80,0.19395193457603455
ordinary peak,950701,-70,0.14528672397136688
ordinary peak,950701,-60,0.16375590860843658
ordinary peak,950701,-50,0.18146589398384094
ordinary peak,950701,-40,0.17443634569644928
ordinary peak,950701,-30,0.2539463937282562
ordinary peak,950701,-20,0.277712881565094
ordinary peak,950701,-10,0.311552494764328
ordinary peak,950701,0,0.2309490442276001
ordinary peak,950701,10,0.21853168308734894
ordinary peak,950701,20,0.18832436203956604
ordinary peak,950701,30,0.1672961711883545
ordinary peak,950701,40,0.19653688371181488
ordinary peak,950701,50,0.24098803102970123
ordinary peak,950701,60,0.315337210893631
ordinary peak,950701,70,0.30078330636024475
ordinary peak,950701,80,0.3463541567325592
ordinary peak,950701,90,0.29971805214881897
ordinary peak,993538,-90,0.25077295303344727
ordinary peak,993538,-80,0.2917507588863373
ordinary peak,993538,-70,0.2906683087348938
ordinary peak,993538,-60,0.27189308404922485
ordinary peak,993538,-50,0.20617923140525818
ordinary peak,993538,-40,0.21248474717140198
ordinary peak,993538,-30,0.18822084367275238
ordinary peak,993538,-20,0.15704810619354248
ordinary peak,993538,-10,0.16182462871074677
ordinary peak,993538,0,0.20298409461975098
ordinary peak,993538,10,0.3322986960411072
ordinary peak,993538,20,0.370855450630188
ordinary peak,993538,30,0.4091576039791107
ordinary peak,993538,40,0.2588971257209778
ordinary peak,993538,50,0.2741986811161041
ordinary peak,993538,60,0.2231803983449936
ordinary peak,993538,70,0.24697571992874146
ordinary peak,993538,80,0.28027209639549255
ordinary peak,993538,90,0.3214263319969177
ordinary peak,1038119,-90,0.307672381401062
ordinary peak,1038119,-80,0.27005258202552795
ordinary peak,1038119,-70,0.25007495284080505
ordinary peak,1038119,-60,0.15446047484874725
ordinary peak,1038119,-50,0.21991781890392303
ordinary peak,1038119,-40,0.26958441734313965
ordinary peak,1038119,-30,0.284137487411499
ordinary peak,1038119,-20,0.3350719213485718
ordinary peak,1038119,-10,0.2216377705335617
ordinary peak,1038119,0,0.24113018810749054
ordinary peak,1038119,10,0.17075730860233307
ordinary peak,1038119,20,0.19061627984046936
ordinary peak,1038119,30,0.26476889848709106
ordinary peak,1038119,40,0.2757737934589386
ordinary peak,1038119,50,0.297238290309906
ordinary peak,1038119,60,0.21787327527999878
ordinary peak,1038119,70,0.15416353940963745
ordinary peak,1038119,80,0.12837521731853485
ordinary peak,1038119,90,0.20678746700286865
ordinary peak,1080313,-90,0.16955332458019257
ordinary peak,1080313,-80,0.17198747396469116
ordinary peak,1080313,-70,0.11366966366767883
ordinary peak,1080313,-60,0.1064724549651146
ordinary peak,1080313,-50,0.17214462161064148
ordinary peak,1080313,-40,0.1661202609539032
ordinary peak,1080313,-30,0.20437507331371307
ordinary peak,1080313,-20,0.14583727717399597
ordinary peak,1080313,-10,0.1671244204044342
ordinary peak,1080313,0,0.21044205129146576
ordinary peak,1080313,10,0.25202080607414246
ordinary peak,1080313,20,0.24429740011692047
ordinary peak,1080313,30,0.3090916574001312
ordinary peak,1080313,40,0.24329954385757446
ordinary peak,1080313,50,0.24505454301834106
ordinary peak,1080313,60,0.11754564940929413
ordinary peak,1080313,70,0.10387282073497772
ordinary peak,1080313,80,0.11293429136276245
ordinary peak,1080313,90,0.13243816792964935
ordinary peak,1125119,-90,0.16246196627616882
ordinary peak,1125119,-80,0.1523062139749527
ordinary peak,1125119,-70,0.15895144641399384
ordinary peak,1125119,-60,0.1642257273197174
ordinary peak,1125119,-50,0.1544571816921234
ordinary peak,1125119,-40,0.12812133133411407
ordinary peak,1125119,-30,0.12104301154613495
ordinary peak,1125119,-20,0.12469349056482315
ordinary peak,1125119,-10,0.09754770249128342
ordinary peak,1125119,0,0.1430007964372635
ordinary peak,1125119,10,0.2238641381263733
ordinary peak,1125119,20,0.2684299647808075
ordinary peak,1125119,30,0.30493780970573425
ordinary peak,1125119,40,0.21510815620422363
ordinary peak,1125119,50,0.2325107455253601
ordinary peak,1125119,60,0.16812580823898315
ordinary peak,1125119,70,0.12603335082530975
ordinary peak,1125119,80,0.09041846543550491
ordinary peak,1125119,90,0.22509552538394928
ordinary peak,1170188,-90,0.4285297393798828
ordinary peak,1170188,-80,0.48825377225875854
ordinary peak,1170188,-70,0.5180894732475281
ordinary peak,1170188,-60,0.5786734819412231
ordinary peak,1170188,-50,0.7082881927490234
ordinary peak,1170188,-40,0.7438008785247803
ordinary peak,1170188,-30,0.7792779207229614
ordinary peak,1170188,-20,0.7010703682899475
ordinary peak,1170188,-10,0.6659221649169922
ordinary peak,1170188,0,0.6248824596405029
ordinary peak,1170188,10,0.636012613773346
ordinary peak,1170188,20,0.6109316349029541
ordinary peak,1170188,30,0.5659112334251404
ordinary peak,1170188,40,0.5581600666046143
ordinary peak,1170188,50,0.5528838634490967
ordinary peak,1170188,60,0.6252515912055969
ordinary peak,1170188,70,0.6948033571243286
ordinary peak,1170188,80,0.6807776093482971
ordinary peak,1170188,90,0.6759437918663025
ordinary peak,1215262,-90,0.3428212106227875
ordinary peak,1215262,-80,0.4791017174720764
ordinary peak,1215262,-70,0.5067630410194397
ordinary peak,1215262,-60,0.5207757949829102
ordinary peak,1215262,-50,0.502926766872406
ordinary peak,1215262,-40,0.46518415212631226
ordinary peak,1215262,-30,0.4173133373260498
ordinary peak,1215262,-20,0.32992929220199585
ordinary peak,1215262,-10,0.4278418719768524
ordinary peak,1215262,0,0.5103484392166138
ordinary peak,1215262,10,0.5850679278373718
ordinary peak,1215262,20,0.596294105052948
ordinary peak,1215262,30,0.5753981471061707
ordinary peak,1215262,40,0.4927423298358917
ordinary peak,1215262,50,0.46189945936203003
ordinary peak,1215262,60,0.5196789503097534
ordinary peak,1215262,70,0.567085325717926
ordinary peak,1215262,80,0.5861101150512695
ordinary peak,1215262,90,0.5047566890716553
ordinary peak,1261515,-90,0.1625685691833496
ordinary peak,1261515,-80,0.16663169860839844
ordinary peak,1261515,-70,0.25125330686569214
ordinary peak,1261515,-60,0.21804162859916687
ordinary peak,1261515,-50,0.228254497051239
ordinary peak,1261515,-40,0.21393203735351562
ordinary peak,1261515,-30,0.148821160197258
ordinary peak,1261515,-20,0.16368751227855682
ordinary peak,1261515,-10,0.15204499661922455
ordinary peak,1261515,0,0.18025654554367065
ordinary peak,1261515,10,0.24858014285564423
ordinary peak,1261515,20,0.24145013093948364
ordinary peak,1261515,30,0.2335011065006256
ordinary peak,1261515,40,0.175010085105896
ordinary peak,1261515,50,0.2023143172264099
ordinary peak,1261515,60,0.18610982596874237
ordinary peak,1261515,70,0.21062584221363068
ordinary peak,1261515,80,0.2056896984577179
ordinary peak,1261515,90,0.26096656918525696
ordinary peak,1307543,-90,0.24894259870052338
ordinary peak,1307543,-80,0.23944693803787231
ordinary peak,1307543,-70,0.25548800826072693
ordinary peak,1307543,-60,0.2842254936695099
ordinary peak,1307543,-50,0.3829207420349121
ordinary peak,1307543,-40,0.35406363010406494
ordinary peak,1307543,-30,0.380808562040329
ordinary peak,1307543,-20,0.3285314738750458
ordinary peak,1307543,-10,0.3263303339481354
ordinary peak,1307543,0,0.2512323260307312
ordinary peak,1307543,10,0.2665763795375824
ordinary peak,1307543,20,0.3268493413925171
ordinary peak,1307543,30,0.3642352223396301
ordinary peak,1307543,40,0.37999385595321655
ordinary peak,1307543,50,0.3669586181640625
ordinary peak,1307543,60,0.3415205478668213
ordinary peak,1307543,70,0.3357471227645874
ordinary peak,1307543,80,0.36418822407722473
ordinary peak,1307543,90,0.2910802662372589
ordinary peak,1350751,-30,0.04051164165139198
ordinary peak,1350751,-20,0.12463492155075073
ordinary peak,1350751,-10,0.18434181809425354
ordinary peak,1350751,0,0.22702115774154663
ordinary peak,1350751,10,0.25293129682540894
ordinary peak,1350751,20,0.17708981037139893
ordinary peak,1350751,30,0.30523768067359924
ordinary peak,1350751,40,0.36209535598754883
ordinary peak,1350751,50,0.4054431617259979
ordinary peak,1350751,60,0.399071604013443
ordinary peak,1350751,70,0.2918400466442108
ordinary peak,1350751,80,0.3039160668849945
ordinary peak,1350751,90,0.26528576016426086
ordinary peak,1395277,-90,0.23361222445964813
ordinary peak,1395277,-80,0.23157767951488495
ordinary peak,1395277,-70,0.19024115800857544
ordinary peak,1395277,-60,0.26551246643066406
ordinary peak,1395277,-50,0.2323325127363205
ordinary peak,1395277,-40,0.2634236216545105
ordinary peak,1395277,-30,0.2024322897195816
ordinary peak,1395277,-20,0.2671729028224945
ordinary peak,1395277,-10,0.3121543824672699
ordinary peak,1395277,0,0.3132731318473816
ordinary peak,1395277,10,0.4130670130252838
ordinary peak,1395277,20,0.4377801716327667
ordinary peak,1395277,30,0.5539871454238892
ordinary peak,1395277,40,0.5129885077476501
ordinary peak,1395277,50,0.5278872847557068
ordinary peak,1395277,60,0.5073482990264893
ordinary peak,1395277,70,0.5279247164726257
ordinary peak,1395277,80,0.5829594731330872
ordinary peak,1395277,90,0.6267073750495911
ordinary peak,1437031,-90,0.1827486753463745
ordinary peak,1437031,-80,0.11821094155311584
ordinary peak,1437031,-70,0.11345939338207245
ordinary peak,1437031,-60,0.10913000255823135
ordinary peak,1437031,-50,0.16637267172336578
ordinary peak,1437031,-40,0.19089069962501526
ordinary peak,1437031,-30,0.20583686232566833
ordinary peak,1437031,-20,0.21833886206150055
ordinary peak,1437031,-10,0.1670672595500946
ordinary peak,1437031,0,0.14201641082763672
ordinary peak,1437031,10,0.1265566647052765
ordinary peak,1437031,20,0.17245103418827057
ordinary peak,1437031,30,0.118264339864254
ordinary peak,1437031,40,0.1341959834098816
ordinary peak,1437031,50,0.13094648718833923
ordinary peak,1437031,60,0.15236274898052216
ordinary peak,1437031,70,0.17581132054328918
ordinary peak,1437031,80,0.14828820526599884
ordinary peak,1437031,90,0.13786399364471436
ordinary peak,1480151,-90,0.28927454352378845
ordinary peak,1480151,-80,0.25096428394317627
ordinary peak,1480151,-70,0.28175151348114014
ordinary peak,1480151,-60,0.24353376030921936
ordinary peak,1480151,-50,0.3286513686180115
ordinary peak,1480151,-40,0.35781848430633545
ordinary peak,1480151,-30,0.3661332428455353
ordinary peak,1480151,-20,0.3330395221710205
ordinary peak,1480151,-10,0.3579590916633606
ordinary peak,1480151,0,0.3015330135822296
ordinary peak,1480151,10,0.31070345640182495
ordinary peak,1480151,20,0.2815641760826111
ordinary peak,1480151,30,0.2370086908340454
ordinary peak,1480151,40,0.2413036823272705
ordinary peak,1480151,50,0.24003124237060547
ordinary peak,1480151,60,0.2758476138114929
ordinary peak,1480151,70,0.2880602777004242
ordinary peak,1480151,80,0.33423280715942383
ordinary peak,1480151,90,0.3496306538581848
ordinary peak,1526741,-70,0.1474691778421402
ordinary peak,1526741,-60,0.10659468919038773
ordinary peak,1526741,-50,0.12109550833702087
ordinary peak,1526741,-40,0.10575516521930695
ordinary peak,1526741,-30,0.11217303574085236
ordinary peak,1526741,-20,0.0636148452758789
ordinary peak,1526741,-10,0.06619299948215485
ordinary peak,1526741,0,0.09335173666477203
ordinary peak,1526741,10,0.10003655403852463
ordinary peak,1526741,20,0.07960528135299683
ordinary peak,1526741,30,0.14423862099647522
ordinary peak,1526741,40,0.1395779550075531
ordinary peak,1526741,50,0.13396452367305756
ordinary peak,1526741,60,0.13194668292999268
ordinary peak,1526741,70,0.21120843291282654
ordinary peak,1526741,80,0.22215421497821808
ordinary peak,1526741,90,0.1802886724472046
ordinary peak,1575948,-90,0.5803078413009644
ordinary peak,1575948,-80,0.5573046207427979
ordinary peak,1575948,-70,0.08647719025611877
ordinary peak,1575948,-60,0.07646092027425766
ordinary peak,1575948,-50,0.10729242861270905
ordinary peak,1575948,-40,0.13591551780700684
ordinary peak,1575948,-30,0.12637002766132355
ordinary peak,1575948,-20,0.22875873744487762
ordinary peak,1575948,-10,0.36941495537757874
ordinary peak,1575948,0,0.33381879329681396
ordinary peak,1575948,10,0.31091171503067017
ordinary peak,1575948,20,0.1153898611664772
ordinary peak,1575948,30,0.1452656090259552
ordinary peak,1575948,40,0.17768867313861847
ordinary peak,1575948,50,0.1852271854877472
ordinary peak,1575948,60,0.21584796905517578
ordinary peak,1575948,70,0.18669956922531128
ordinary peak,1575948,80,0.23739054799079895
ordinary peak,1575948,90,0.1793067306280136
ordinary peak,1619898,-90,0.1974383294582367
ordinary peak,1619898,-80,0.24562199413776398
ordinary peak,1619898,-70,0.2693726420402527
ordinary peak,1619898,-60,0.31479594111442566
ordinary peak,1619898,-50,0.28060171008110046
ordinary peak,1619898,-40,0.17577609419822693
ordinary peak,1619898,-30,0.14520466327667236
ordinary peak,1619898,-20,0.18317486345767975
ordinary peak,1619898,-10,0.26070600748062134
ordinary peak,1619898,0,0.23249466717243195
ordinary peak,1619898,10,0.23756150901317596
ordinary peak,1619898,20,0.3247130811214447
ordinary peak,1619898,30,0.4036652743816376
ordinary peak,1619898,40,0.42263513803482056
ordinary peak,1619898,50,0.4002515375614166
ordinary peak,1619898,60,0.3509557843208313
ordinary peak,1619898,70,0.28188979625701904
ordinary peak,1619898,80,0.24794091284275055
ordinary peak,1619898,90,0.22941027581691742
ordinary peak,1664677,-70,0.4141691327095032
ordinary peak,1664677,-60,0.2905031144618988
ordinary peak,1664677,-50,0.22506271302700043
ordinary peak,1664677,-40,0.19757692515850067
ordinary peak,1664677,-30,0.11843496561050415
ordinary peak,1664677,-20,0.11330531537532806
ordinary peak,1664677,-10,0.07972641289234161
ordinary peak,1664677,0,0.05015743523836136
ordinary peak,1664677,10,0.10620754957199097
ordinary peak,1664677,20,0.14361019432544708
ordinary peak,1664677,30,0.1593427062034607
ordinary peak,1664677,40,0.10681367665529251
ordinary peak,1664677,50,0.07892534881830215
ordinary peak,1664677,60,0.11206623911857605
ordinary peak,1664677,70,0.13189101219177246
ordinary peak,1664677,80,0.1609506458044052
ordinary peak,1664677,90,0.1508048176765442
ordinary peak,1721589,-90,0.27952608466148376
ordinary peak,1721589,-80,0.23531918227672577
ordinary peak,1721589,-70,0.18540138006210327
ordinary peak,1721589,-60,0.07783616334199905
ordinary peak,1721589,-50,0.12858736515045166
ordinary peak,1721589,-40,0.15934208035469055
ordinary peak,1721589,-30,0.20435434579849243
ordinary peak,1721589,-20,0.1872768998146057
ordinary peak,1721589,-10,0.20755580067634583
ordinary peak,1721589,0,0.21333879232406616
ordinary peak,1721589,10,0.22025741636753082
ordinary peak,1721589,20,0.22159641981124878
ordinary peak,1721589,30,0.15404070913791656
ordinary peak,1721589,40,0.13983525335788727
ordinary peak,1721589,50,0.13766582310199738
ordinary peak,1721589,60,0.23302890360355377
ordinary peak,1721589,70,0.24813170731067657
ordinary peak,1721589,80,0.27759361267089844
ordinary peak,1721589,90,0.17494304478168488
ordinary peak,1769961,-80,0.12110672146081924
ordinary peak,1769961,-70,0.2977016866207123
ordinary peak,1769961,-60,0.2539239823818207
ordinary peak,1769961,-50,0.24752244353294373
ordinary peak,1769961,-40,0.08072361350059509
ordinary peak,1769961,-30,0.0654536560177803
ordinary peak,1769961,-20,0.07392493635416031
ordinary peak,1769961,-10,0.12960857152938843
ordinary peak,1769961,0,0.09503017365932465
ordinary peak,1769961,10,0.17232464253902435
ordinary peak,1769961,20,0.17611142992973328
ordinary peak,1769961,30,0.14392106235027313
ordinary peak,1769961,40,0.1365363597869873
ordinary peak,1769961,50,0.1305578052997589
ordinary peak,1769961,60,0.10558951646089554
ordinary peak,1769961,70,0.07636631280183792
ordinary peak,1769961,80,0.09897230565547943
ordinary peak,1769961,90,0.12638963758945465
ordinary peak,1817518,-50,0.39501598477363586
ordinary peak,1817518,-40,0.24635940790176392
ordinary peak,1817518,-30,0.2301182895898819
ordinary peak,1817518,-20,0.07116414606571198
ordinary peak,1817518,-10,0.15694428980350494
ordinary peak,1817518,0,0.20509472489356995
ordinary peak,1817518,10,0.23005308210849762
ordinary peak,1817518,20,0.16788500547409058
ordinary peak,1817518,30,0.1509925127029419
ordinary peak,1817518,40,0.12007882446050644
ordinary peak,1817518,50,0.16168665885925293
ordinary peak,1817518,60,0.1558854877948761
ordinary peak,1817518,70,0.14263999462127686
ordinary peak,1817518,80,0.1653943806886673
ordinary peak,1817518,90,0.19051261246204376
ordinary peak,1863719,-20,0.33302542567253113
ordinary peak,1863719,-10,0.28018343448638916
ordinary peak,1863719,0,0.23476888239383698
ordinary peak,1863719,10,0.1865857094526291
ordinary peak,1863719,20,0.23947931826114655
ordinary peak,1863719,30,0.2793089747428894
ordinary peak,1863719,40,0.32650041580200195
ordinary peak,1863719,50,0.31726309657096863
ordinary peak,1863719,60,0.23571445047855377
ordinary peak,1863719,70,0.12934404611587524
ordinary peak,1863719,80,0.15888428688049316
ordinary peak,1863719,90,0.24431771039962769
ordinary peak,1917996,-90,0.937637984752655
ordinary peak,1917996,-80,0.8854486346244812
ordinary peak,1917996,-70,0.8526074886322021
ordinary peak,1917996,-60,0.2228401005268097
ordinary peak,1917996,-50,0.16986703872680664
ordinary peak,1917996,-40,0.2272043228149414
ordinary peak,1917996,-30,0.20336952805519104
ordinary peak,1917996,-20,0.26580166816711426
ordinary peak,1917996,-10,0.15485429763793945
ordinary peak,1917996,0,0.20586511492729187
ordinary peak,1917996,10,0.2510874271392822
ordinary peak,1917996,20,0.28880754113197327
ordinary peak,1917996,30,0.2373218983411789
ordinary peak,1917996,40,0.23097383975982666
ordinary peak,1917996,50,0.18448494374752045
ordinary peak,1917996,60,0.21105198562145233
ordinary peak,1917996,70,0.1314646452665329
ordinary peak,1917996,80,0.19530560076236725
ordinary peak,1917996,90,0.18751627206802368
ordinary peak,1968348,-90,0.6177240014076233
ordinary peak,1968348,-80,0.6524255275726318
ordinary peak,1968348,-70,0.6197622418403625
ordinary peak,1968348,-60,0.3895171582698822
ordinary peak,1968348,-50,0.44677242636680603
ordinary peak,1968348,-40,0.4630016088485718
ordinary peak,1968348,-30,0.5480726957321167
ordinary peak,1968348,-20,0.47893017530441284
ordinary peak,1968348,-10,0.4625350832939148
ordinary peak,1968348,0,0.4079717993736267
ordinary peak,1968348,10,0.3914357125759125
ordinary peak,1968348,20,0.46287670731544495
ordinary peak,1968348,30,0.45656585693359375
ordinary peak,1968348,40,0.4553767442703247
ordinary peak,1968348,50,0.4520665407180786
ordinary peak,1968348,60,0.5244582891464233
ordinary peak,1968348,70,0.5512106418609619
ordinary peak,1968348,80,0.5434922575950623
ordinary peak,2015640,-90,0.4261786639690399
ordinary peak,2015640,-80,0.42755845189094543
ordinary peak,2015640,-70,0.35039272904396057
ordinary peak,2015640,-60,0.3111850917339325
ordinary peak,2015640,-50,0.3144872188568115
ordinary peak,2015640,-40,0.3395474851131439
ordinary peak,2015640,-30,0.3328392803668976
ordinary peak,2015640,-20,0.32259437441825867
ordinary peak,2015640,-10,0.3044218122959137
ordinary peak,2015640,0,0.3146328032016754
ordinary peak,2015640,10,0.29042065143585205
ordinary peak,2015640,20,0.3436282277107239
ordinary peak,2015640,30,0.3136994242668152
ordinary peak,2015640,40,0.2634856402873993
ordinary peak,2015640,50,0.15689639747142792
ordinary peak,2015640,60,0.2736841142177582
ordinary peak,2015640,70,0.3565778136253357
ordinary peak,2015640,80,0.3726247549057007
ordinary peak,2015640,90,0.4209752380847931
ordinary peak,2060747,-90,0.07620652765035629
ordinary peak,2060747,-80,0.10872966796159744
ordinary peak,2060747,-70,0.16379676759243011
ordinary peak,2060747,-60,0.19049124419689178
ordinary peak,2060747,-50,0.24978797137737274
ordinary peak,2060747,-40,0.29093602299690247
ordinary peak,2060747,-30,0.33555662631988525
ordinary peak,2060747,-20,0.30039259791374207
ordinary peak,2060747,-10,0.2654225528240204
ordinary peak,2060747,0,0.16647040843963623
ordinary peak,2060747,10,0.23910142481327057
ordinary peak,2060747,20,0.27181386947631836
ordinary peak,2060747,30,0.23627395927906036
ordinary peak,2060747,40,0.2043212205171585
ordinary peak,2060747,50,0.15004083514213562
ordinary peak,2060747,60,0.22385773062705994
ordinary peak,2060747,70,0.1939730942249298
ordinary peak,2060747,80,0.19236062467098236
ordinary peak,2060747,90,0.15924137830734253
ordinary peak,2105073,-90,0.08012676239013672
ordinary peak,2105073,-80,0.09867163002490997
ordinary peak,2105073,-70,0.10578596591949463
ordinary peak,2105073,-60,0.10909568518400192
ordinary peak,2105073,-50,0.09285776317119598
ordinary peak,2105073,-40,0.0939529538154602
ordinary peak,2105073,-30,0.1004316434264183
ordinary peak,2105073,-20,0.12546513974666595
ordinary peak,2105073,-10,0.11383051425218582
ordinary peak,2105073,0,0.1164563000202179
ordinary peak,2105073,10,0.06223956122994423
ordinary peak,2105073,20,0.0877230241894722
ordinary peak,2105073,30,0.0945211723446846
ordinary peak,2105073,40,0.12553952634334564
ordinary peak,2105073,50,0.10031858086585999
ordinary peak,2105073,60,0.09438473731279373
ordinary peak,2105073,70,0.10543752461671829
ordinary peak,2105073,80,0.1088130995631218
ordinary peak,2105073,90,0.10398277640342712
ordinary peak,2151780,-90,0.3055412471294403
ordinary peak,2151780,-80,0.22855885326862335
ordinary peak,2151780,-70,0.2217954397201538
ordinary peak,2151780,-60,0.17503897845745087
ordinary peak,2151780,-50,0.27722761034965515
ordinary peak,2151780,-40,0.30720072984695435
ordinary peak,2151780,-30,0.41479453444480896
ordinary peak,2151780,-20,0.3638962507247925
ordinary peak,2151780,-10,0.2979482412338257
ordinary peak,2151780,0,0.24473881721496582
ordinary peak,2151780,10,0.2490220069885254
ordinary peak,2151780,20,0.2522179186344147
ordinary peak,2151780,30,0.23746857047080994
ordinary peak,2151780,40,0.2030426412820816
ordinary peak,2151780,50,0.17832930386066437
ordinary peak,2151780,60,0.18793286383152008
ordinary peak,2151780,70,0.16221420466899872
ordinary peak,2151780,80,0.30122342705726624
ordinary peak,2151780,90,0.328845739364624
ordinary peak,2200035,-90,0.09134043008089066
ordinary peak,2200035,-80,0.10183479636907578
ordinary peak,2200035,-70,0.1226835623383522
ordinary peak,2200035,-60,0.13907857239246368
ordinary peak,2200035,-50,0.12012354284524918
ordinary peak,2200035,-40,0.11288818717002869
ordinary peak,2200035,-30,0.07699677348136902
ordinary peak,2200035,-20,0.08094792813062668
